N° Edição|Ano|Data|Município|Entidade|Categoria|Documento|Arquivo|URL|Identificador
5417|2.025|01/10/2025|Avelino Lopes|Prefeitura|Decreto|Decreto 049-25 Credito Suplementar|DM_5417_051_Avelino_Lopes_Decreto_049-25_Credito_Suplementar_pag_145.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5417/DM_5417_051_Avelino_Lopes_Decreto_049-25_Credito_Suplementar_pag_145.pdf|167C48E3FE0470B4
5417|2.025|01/10/2025|Avelino Lopes|Prefeitura|Licitacao|Licitacao Dispensa 016-25 Extrato Contrato 080-25|DM_5417_072_Avelino_Lopes_Licitacao_Dispensa_016-25_Extrato_Contrato_080-25_pag_147.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5417/DM_5417_072_Avelino_Lopes_Licitacao_Dispensa_016-25_Extrato_Contrato_080-25_pag_147.pdf|09FED7A8B42A724A
5417|2.025|01/10/2025|Avelino Lopes|Prefeitura|LRF|LRF RGF 2 Quadrimestre 2025 ANEXO 01 PESSOAL|DM_5417_052_Avelino_Lopes_LRF_RGF_2_Quadrimestre_2025_ANEXO_01_PESSOAL_pag_594.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5417/DM_5417_052_Avelino_Lopes_LRF_RGF_2_Quadrimestre_2025_ANEXO_01_PESSOAL_pag_594.pdf|1519036BA07A709D
5417|2.025|01/10/2025|Avelino Lopes|Prefeitura|LRF|LRF RGF 2 Quadrimestre 2025 ANEXO 02 DIVIDA|DM_5417_053_Avelino_Lopes_LRF_RGF_2_Quadrimestre_2025_ANEXO_02_DIVIDA_pag_596.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5417/DM_5417_053_Avelino_Lopes_LRF_RGF_2_Quadrimestre_2025_ANEXO_02_DIVIDA_pag_596.pdf|1252787AE566709F
5417|2.025|01/10/2025|Avelino Lopes|Prefeitura|LRF|LRF RGF 2 Quadrimestre 2025 ANEXO 03 GARANTIAS|DM_5417_054_Avelino_Lopes_LRF_RGF_2_Quadrimestre_2025_ANEXO_03_GARANTIAS_pag_597.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5417/DM_5417_054_Avelino_Lopes_LRF_RGF_2_Quadrimestre_2025_ANEXO_03_GARANTIAS_pag_597.pdf|0471C1C73E0270A0
5417|2.025|01/10/2025|Avelino Lopes|Prefeitura|LRF|LRF RGF 2 Quadrimestre 2025 ANEXO 04 OP CREDITO|DM_5417_055_Avelino_Lopes_LRF_RGF_2_Quadrimestre_2025_ANEXO_04_OP_CREDITO_pag_598.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5417/DM_5417_055_Avelino_Lopes_LRF_RGF_2_Quadrimestre_2025_ANEXO_04_OP_CREDITO_pag_598.pdf|030E7C4EE07870A1
5417|2.025|01/10/2025|Avelino Lopes|Prefeitura|LRF|LRF RGF 2 Quadrimestre 2025 ANEXO 05 DISPONIBILIDADE|DM_5417_056_Avelino_Lopes_LRF_RGF_2_Quadrimestre_2025_ANEXO_05_DISPONIBILIDADE_pag_599.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5417/DM_5417_056_Avelino_Lopes_LRF_RGF_2_Quadrimestre_2025_ANEXO_05_DISPONIBILIDADE_pag_599.pdf|13B5BDF342F070A6
5417|2.025|01/10/2025|Avelino Lopes|Prefeitura|LRF|LRF RGF 2 Quadrimestre 2025 ANEXO 06 SIMPLIFICADO|DM_5417_057_Avelino_Lopes_LRF_RGF_2_Quadrimestre_2025_ANEXO_06_SIMPLIFICADO_pag_601.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5417/DM_5417_057_Avelino_Lopes_LRF_RGF_2_Quadrimestre_2025_ANEXO_06_SIMPLIFICADO_pag_601.pdf|0CC562996F3E70B3
5417|2.025|01/10/2025|Avelino Lopes|Prefeitura|LRF|LRF RREO 4 Bimestre 2025 ANEXO 01 BO|DM_5417_058_Avelino_Lopes_LRF_RREO_4_Bimestre_2025_ANEXO_01_BO_pag_574.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5417/DM_5417_058_Avelino_Lopes_LRF_RREO_4_Bimestre_2025_ANEXO_01_BO_pag_574.pdf|167C48E3FE04704B
5417|2.025|01/10/2025|Avelino Lopes|Prefeitura|LRF|LRF RREO 4 Bimestre 2025 ANEXO 02 FUNCAO|DM_5417_059_Avelino_Lopes_LRF_RREO_4_Bimestre_2025_ANEXO_02_FUNCAO_pag_576.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5417/DM_5417_059_Avelino_Lopes_LRF_RREO_4_Bimestre_2025_ANEXO_02_FUNCAO_pag_576.pdf|1519036BA07A704C
5417|2.025|01/10/2025|Avelino Lopes|Prefeitura|LRF|LRF RREO 4 Bimestre 2025 ANEXO 03 RCL|DM_5417_060_Avelino_Lopes_LRF_RREO_4_Bimestre_2025_ANEXO_03_RCL_pag_577.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5417/DM_5417_060_Avelino_Lopes_LRF_RREO_4_Bimestre_2025_ANEXO_03_RCL_pag_577.pdf|1252787AE566704E
5417|2.025|01/10/2025|Avelino Lopes|Prefeitura|LRF|LRF RREO 4 Bimestre 2025 ANEXO 04 RPPS|DM_5417_061_Avelino_Lopes_LRF_RREO_4_Bimestre_2025_ANEXO_04_RPPS_pag_578.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5417/DM_5417_061_Avelino_Lopes_LRF_RREO_4_Bimestre_2025_ANEXO_04_RPPS_pag_578.pdf|13B5BDF342F07055
5417|2.025|01/10/2025|Avelino Lopes|Prefeitura|LRF|LRF RREO 4 Bimestre 2025 ANEXO 06 PRIMARIO E NOMINAL|DM_5417_062_Avelino_Lopes_LRF_RREO_4_Bimestre_2025_ANEXO_06_PRIMARIO_E_NOMINAL_pag_580.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5417/DM_5417_062_Avelino_Lopes_LRF_RREO_4_Bimestre_2025_ANEXO_06_PRIMARIO_E_NOMINAL_pag_580.pdf|1252787AE566705E
5417|2.025|01/10/2025|Avelino Lopes|Prefeitura|LRF|LRF RREO 4 Bimestre 2025 ANEXO 07 RESTOS A PAGAR|DM_5417_063_Avelino_Lopes_LRF_RREO_4_Bimestre_2025_ANEXO_07_RESTOS_A_PAGAR_pag_581.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5417/DM_5417_063_Avelino_Lopes_LRF_RREO_4_Bimestre_2025_ANEXO_07_RESTOS_A_PAGAR_pag_581.pdf|13B5BDF342F07065
5417|2.025|01/10/2025|Avelino Lopes|Prefeitura|LRF|LRF RREO 4 Bimestre 2025 ANEXO 08 MDE|DM_5417_064_Avelino_Lopes_LRF_RREO_4_Bimestre_2025_ANEXO_08_MDE_pag_582.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5417/DM_5417_064_Avelino_Lopes_LRF_RREO_4_Bimestre_2025_ANEXO_08_MDE_pag_582.pdf|10EF330287DC7067
5417|2.025|01/10/2025|Avelino Lopes|Prefeitura|LRF|LRF RREO 4 Bimestre 2025 ANEXO 09 OP CREDITO|DM_5417_065_Avelino_Lopes_LRF_RREO_4_Bimestre_2025_ANEXO_09_OP_CREDITO_pag_585.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5417/DM_5417_065_Avelino_Lopes_LRF_RREO_4_Bimestre_2025_ANEXO_09_OP_CREDITO_pag_585.pdf|0CC562996F3E706A
5417|2.025|01/10/2025|Avelino Lopes|Prefeitura|LRF|LRF RREO 4 Bimestre 2025 ANEXO 10 PROJECAO RPPS|DM_5417_066_Avelino_Lopes_LRF_RREO_4_Bimestre_2025_ANEXO_10_PROJECAO_RPPS_pag_586.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5417/DM_5417_066_Avelino_Lopes_LRF_RREO_4_Bimestre_2025_ANEXO_10_PROJECAO_RPPS_pag_586.pdf|0CC562996F3E7072
5417|2.025|01/10/2025|Avelino Lopes|Prefeitura|LRF|LRF RREO 4 Bimestre 2025 ANEXO 11 ALIENACAO|DM_5417_067_Avelino_Lopes_LRF_RREO_4_Bimestre_2025_ANEXO_11_ALIENACAO_pag_587.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5417/DM_5417_067_Avelino_Lopes_LRF_RREO_4_Bimestre_2025_ANEXO_11_ALIENACAO_pag_587.pdf|030E7C4EE0787081
5417|2.025|01/10/2025|Avelino Lopes|Prefeitura|LRF|LRF RREO 4 Bimestre 2025 ANEXO 12 SAUDE|DM_5417_068_Avelino_Lopes_LRF_RREO_4_Bimestre_2025_ANEXO_12_SAUDE_pag_588.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5417/DM_5417_068_Avelino_Lopes_LRF_RREO_4_Bimestre_2025_ANEXO_12_SAUDE_pag_588.pdf|01AB36D682EE708A
5417|2.025|01/10/2025|Avelino Lopes|Prefeitura|LRF|LRF RREO 4 Bimestre 2025 ANEXO 13 PPP|DM_5417_069_Avelino_Lopes_LRF_RREO_4_Bimestre_2025_ANEXO_13_PPP_pag_590.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5417/DM_5417_069_Avelino_Lopes_LRF_RREO_4_Bimestre_2025_ANEXO_13_PPP_pag_590.pdf|0047F15E25647093
5417|2.025|01/10/2025|Avelino Lopes|Prefeitura|LRF|LRF RREO 4 Bimestre 2025 ANEXO 13 PPP|DM_5417_070_Avelino_Lopes_LRF_RREO_4_Bimestre_2025_ANEXO_13_PPP_pag_591.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5417/DM_5417_070_Avelino_Lopes_LRF_RREO_4_Bimestre_2025_ANEXO_13_PPP_pag_591.pdf|09FED7A8B42A708C
5417|2.025|01/10/2025|Avelino Lopes|Prefeitura|LRF|LRF RREO 4 Bimestre 2025 ANEXO 14 SIMPLIFICADO|DM_5417_071_Avelino_Lopes_LRF_RREO_4_Bimestre_2025_ANEXO_14_SIMPLIFICADO_pag_592.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5417/DM_5417_071_Avelino_Lopes_LRF_RREO_4_Bimestre_2025_ANEXO_14_SIMPLIFICADO_pag_592.pdf|05D5073F9B8C7097
5418|2.025|02/10/2025|Avelino Lopes|Prefeitura|Decreto|Decreto 059-25|DM_5418_018_Avelino_Lopes_Decreto_059-25_pag_8.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5418/DM_5418_018_Avelino_Lopes_Decreto_059-25_pag_8.pdf|09FED7BFFCA15D17
5418|2.025|02/10/2025|Avelino Lopes|Prefeitura|Extrato|Extrato Contrato 080-25 Errata|DM_5418_019_Avelino_Lopes_Extrato_Contrato_080-25_Errata_pag_8.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5418/DM_5418_019_Avelino_Lopes_Extrato_Contrato_080-25_Errata_pag_8.pdf|10EF3319D0535FDB
5418|2.025|02/10/2025|Avelino Lopes|Prefeitura|Licitacao|Licitacao PE 032-25 Ata Extrato Publicacao|DM_5418_020_Avelino_Lopes_Licitacao_PE_032-25_Ata_Extrato_Publicacao_pag_8.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5418/DM_5418_020_Avelino_Lopes_Licitacao_PE_032-25_Ata_Extrato_Publicacao_pag_8.pdf|167C48FB467B5FC7
5419|2.025|03/10/2025|Avelino Lopes|Prefeitura|Licitacao|Licitacao Concorrencia Eletronica 005-25 Aviso|DM_5419_030_Avelino_Lopes_Licitacao_Concorrencia_Eletronica_005-25_Aviso_pag_53.pdf|http://www.diarioficialdosmunicipios.org/intranet/_lib/file/doc/pdfs/novo2/5419/DM_5419_030_Avelino_Lopes_Licitacao_Concorrencia_Eletronica_005-25_Aviso_pag_53.pdf|0CC562C8002C532F
